track_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,popularity
A Thousand Stars,Kathy Young,[],0.298,0.261,-8.122,0.0318,0.879,0.116,0.496,193.65,196173,0
Brazil,Xavier Cugat,"['cha-cha-cha', 'cuban rumba', 'exotica', 'latin jazz', 'mambo']",0.47,0.318,-15.951,0.0412,0.926,0.514,0.482,121.554,170680,0
I've Got to Go Back Home,Bob Andy,"['dub', 'lovers rock', 'reggae', 'rocksteady', 'roots reggae']",0.73,0.506,-7.894,0.0375,0.646,0.66,0.902,102.725,193400,0
Orpheus,David Sylvian,"['ambient pop', 'art pop', 'art rock', 'experimental rock', 'fourth world', 'melancholia', 'solo wave', 'sophisti-pop']",0.428,0.5,-10.51,0.0348,0.505,0.137,0.383,159.609,291573,0
These Arms of Mine,Otis Redding,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",0.42,0.288,-12.597,0.0312,0.817,0.306,0.699,177.1,154293,0
Oh My Darling Don't Cry,Run The Jewels,"['alternative hip hop', 'escape room', 'hip hop', 'political hip hop']",0.664,0.587,-7.15,0.27,0.0195,0.462,0.282,149.954,204840,0
The Freedom Suite,Sonny Rollins,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz saxophone']",0.464,0.385,-14.651,0.125,0.378,0.34,0.361,74.465,1160267,0
Big Me,Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.579,0.708,-10.419,0.0374,0.442,0.11,0.846,130.97,132840,0
Batdance,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.594,0.702,-9.894,0.0842,0.168,0.142,0.466,135.406,373733,0
All The Young Dudes - Live; 2005 Mix; 2016 Remaster,David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.366,0.576,-14.533,0.0896,0.159,0.514,0.269,119.402,254667,0
Down in the Park,Gary Numan,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",0.345,0.459,-12.473,0.0313,0.000629,0.257,0.143,74.614,264333,0
Going Up The Country,Canned Heat,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock']",0.653,0.239,-18.54,0.0453,0.806,0.132,0.765,80.392,171373,0
Dream All Day,The Posies,"['jangle pop', 'power pop', 'underground power pop']",0.479,0.945,-5.807,0.0777,0.0003,0.0354,0.49,125.961,184427,0
Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,The Smiths,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",0.132,0.435,-9.381,0.0291,0.0249,0.111,0.0679,201.493,305600,0
Chinatown,Destroyer,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock']",0.724,0.688,-5.563,0.0257,0.00475,0.199,0.552,114.019,229027,0
Nantes,Barbara,"['grupera', 'mexican pop', 'musica mexicana']",0.387,0.213,-8.633,0.043,0.896,0.13,0.192,82.887,246307,0
Versace,Migos,"['atl hip hop', 'hip hop', 'rap', 'trap']",0.841,0.729,-3.047,0.239,0.0384,0.276,0.444,132.073,195474,0
For Real,Okkervil River,"['austindie', 'chamber pop', 'indie rock', 'melancholia', 'modern folk rock', 'stomp and holler']",0.35,0.59,-7.076,0.0389,0.486,0.107,0.459,102.299,282627,0
Breaking Up Is Hard to Do,Neil Sedaka,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'rockabilly', 'soft rock']",0.742,0.663,-7.59,0.0339,0.85,0.0936,0.967,116.603,136093,0
Charlotte Sometimes - Single Version,The Cure,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",0.503,0.923,-5.526,0.0685,0.000471,0.104,0.559,124.157,253333,0
Love Is the Message (feat. The Three Degrees),MFSB,"['disco', 'instrumental soul', 'jazz funk', 'philly soul', 'post-disco']",0.643,0.663,-9.854,0.0854,0.0293,0.138,0.579,113.786,396293,0
Dancing Choose,TV On The Radio,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop']",0.722,0.953,-5.501,0.0631,0.059,0.569,0.504,102.963,176120,0
If I Had A Boat,Lyle Lovett,"['classic texas country', 'country rock', 'folk', 'heartland rock', 'outlaw country', 'roots rock', 'singer-songwriter']",0.473,0.323,-15.639,0.0374,0.337,0.364,0.493,92.058,190227,0
You Don't Know What Love Is (You Just Do as You're Told),The White Stripes,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",0.423,0.757,-5.646,0.0519,0.028,0.162,0.573,83.295,234400,0
I'm In Love With A German Film Star,The Passions,['uk post-punk'],0.731,0.63,-8.275,0.0318,0.206,0.11,0.361,114.313,241320,0
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,"['dance pop', 'pop']",0.687,0.723,-4.751,0.0709,0.122,0.573,0.432,76.0,448573,0
Sarah (et prélude de Sarah),Serge Reggiani,['chanson'],0.43,0.34,-11.153,0.0342,0.636,0.209,0.315,106.337,218493,0
Knockin' On Heaven's Door,Guns N' Roses,"['glam metal', 'hard rock', 'rock']",0.496,0.739,-7.193,0.0415,0.0211,0.106,0.378,132.41,336000,0
Living Doll,Cliff Richard,"['adult standards', 'rock-and-roll']",0.614,0.507,-7.24,0.0473,0.47,0.101,0.784,62.175,156827,0
I Can Hear Music,The Beach Boys,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",0.511,0.603,-7.637,0.028,0.0385,0.142,0.685,128.336,157293,0
"The Future's So Bright, I Gotta Wear Shades",Timbuk 3,[],0.648,0.743,-10.998,0.0459,0.0454,0.479,0.957,157.915,203413,0
Swagga Like Us,T.I.,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.579,0.809,-5.031,0.206,0.00154,0.564,0.258,88.99,329680,0
"You Turn Me On, I'm a Radio",Joni Mitchell,"['canadian singer-songwriter', 'folk', 'folk rock', 'singer-songwriter']",0.672,0.444,-9.805,0.0299,0.783,0.103,0.651,112.589,159947,0
Fist City,Loretta Lynn,"['classic country pop', 'country', 'nashville sound']",0.656,0.556,-8.761,0.0357,0.762,0.315,0.915,77.855,133933,0
I Saw The Light,Hank Williams,"['country', 'country rock', 'outlaw country']",0.349,0.273,-11.443,0.0325,0.95,0.146,0.493,204.922,166000,0
Double Dutch Bus,Frankie Smith,[],0.915,0.52,-9.257,0.132,0.0018,0.0293,0.471,119.47,320973,0
Vertigo / Relight My Fire,Dan Hartman,['disco'],0.732,0.828,-10.122,0.0301,0.155,0.191,0.851,120.55,584373,0
Mammas Don't Let Your Babies Grow up to Be Cowboys,Waylon Jennings,"['classic texas country', 'country', 'outlaw country']",0.363,0.361,-14.398,0.0499,0.623,0.154,0.612,187.711,152867,0
Into Each Life Some Rain Must Fall,Charlie Fugua's Ink Spots,[],0.655,0.374,-7.57,0.0319,0.942,0.567,0.745,82.741,150361,0
Dress You Up,Madonna,"['dance pop', 'pop']",0.634,0.896,-3.073,0.0318,0.0298,0.1,0.827,136.098,242240,0
She - 2002 Remaster,Gram Parsons,"['alternative country', 'cosmic american', 'country rock', 'folk', 'folk rock', 'roots rock', 'singer-songwriter']",0.445,0.224,-12.423,0.0296,0.726,0.119,0.255,109.445,301267,0
Sugar Hiccup,Cocteau Twins,"['alternative rock', 'art pop', 'dream pop', 'ethereal wave', 'melancholia', 'scottish indie', 'shoegaze']",0.0999,0.866,-10.024,0.11,7.62e-05,0.226,0.15,169.427,221467,0
Maschin,Bilderbuch,"['austrian indie', 'austrian pop', 'austropop']",0.595,0.585,-4.686,0.0473,0.0129,0.548,0.668,180.011,207947,0
Make the World Go Away,Eddy Arnold,"['classic country pop', 'nashville sound', 'traditional country', 'yodeling']",0.213,0.213,-11.896,0.0345,0.882,0.0633,0.519,206.983,161533,0
Grazing In The Grass,Hugh Masekela,"['afropop', 'jazz trumpet', 'south african jazz']",0.661,0.554,-12.241,0.0291,0.36,0.261,0.906,106.894,157773,0
Rape Me,Nirvana,"['grunge', 'permanent wave', 'rock']",0.42,0.746,-10.628,0.0467,0.0141,0.0661,0.229,111.886,170000,0
Abducted,Cults,"['experimental pop', 'indie surf']",0.37,0.937,-3.888,0.0817,0.00684,0.203,0.335,149.866,172200,0
Is a Woman,Lambchop,"['chamber pop', 'melancholia']",0.518,0.229,-20.167,0.226,0.624,0.113,0.157,74.698,278453,0
She's Your Lover Now - Studio Outtake - 1966,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",0.384,0.687,-8.512,0.0345,0.249,0.108,0.755,146.808,368347,0
The Old Man Down The Road,John Fogerty,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'southern rock', 'swamp rock']",0.768,0.809,-5.816,0.0289,0.0271,0.0584,0.737,133.838,214093,0
Never Turn Your Back On Mother Earth,Sparks,"['dance pop', 'pop', 'post-teen pop']",0.322,0.38,-13.119,0.0286,0.531,0.0919,0.34,98.92,147787,0
Rebel Yell,Billy Idol,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",0.53,0.864,-4.948,0.061,0.000753,0.354,0.484,166.312,288533,0
La Rubia Tarada,Sumo,"['pixie', 'slayer']",0.69,0.947,-10.158,0.104,0.144,0.61,0.359,122.338,222533,0
Ring The Alarm,Beyoncé,"['pop', 'r&b']",0.458,0.751,-8.395,0.469,0.0299,0.258,0.48,169.673,203347,0
Show Girl,The Auteurs,['britpop'],0.399,0.642,-7.557,0.0339,0.00646,0.14,0.583,173.624,246533,0
Always Late (With Your Kisses),Lefty Frizzell,"['arkansas country', 'classic country pop', 'honky tonk', 'traditional country', 'western swing']",0.772,0.152,-14.132,0.0324,0.834,0.369,0.546,117.749,183667,0
Home,Caribou,"['alternative dance', 'art pop', 'electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']",0.703,0.661,-7.554,0.0787,0.0344,0.198,0.558,97.012,156293,0
In the Year 2525 (Exordium & Terminus),Zager & Evans,[],0.451,0.62,-5.609,0.0361,0.145,0.0677,0.5,123.487,199653,0
Burn Baby Burn,Ash,"['alt z', 'escape room']",0.392,0.982,-4.059,0.123,1.4e-05,0.101,0.519,155.627,208600,0
Like a Motorway,Saint Etienne,['britpop'],0.69,0.763,-10.942,0.0475,0.000399,0.0441,0.0671,110.046,342333,0
Without You,Tobias Jesso Jr.,['beatlesque'],0.665,0.607,-8.201,0.0356,0.703,0.108,0.131,130.991,309240,0
Du hast,Rammstein,"['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",0.64,0.922,-6.283,0.0385,0.00369,0.332,0.716,125.105,234227,0
Scarborough Fair (feat. Dave Swarbrick),Martin Carthy with Dave Swarbrick,[],0.553,0.131,-16.742,0.031,0.966,0.105,0.434,78.169,208853,0
Fly Robin Fly,Silver Convention,['disco'],0.871,0.361,-17.378,0.032,0.0164,0.116,0.951,99.885,341067,0
How Can I Be Sure - Single Version; Mono,The Young Rascals,"['bubblegum pop', 'classic garage rock', 'country rock', 'folk rock', 'merseybeat', 'psychedelic rock', 'rock-and-roll', 'singer-songwriter']",0.231,0.455,-8.06,0.0296,0.841,0.0823,0.391,166.705,175076,0
Spoonin' Rap,Spoonie Gee,"['harlem hip hop', 'old school hip hop']",0.875,0.768,-10.001,0.198,0.0657,0.196,0.771,98.285,421227,0
Autumn Almanac,The Kinks,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.667,0.56,-7.314,0.0468,0.476,0.113,0.633,118.874,183527,0
Billie's Bounce - Original,Charlie Parker,"['bebop', 'cool jazz', 'jazz', 'jazz saxophone', 'vocal jazz']",0.523,0.33,-10.549,0.0435,0.92,0.0808,0.707,159.949,192186,0
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,['pop soul'],0.699,0.83,-4.898,0.0633,0.00243,0.0995,0.889,105.809,219413,0
Ta douleur,Camille,"['classical', 'french romanticism', 'late romantic era']",0.847,0.386,-8.909,0.0929,0.78,0.149,0.658,126.996,186933,0
Hard Time Killin' Floor Blues,Skip James,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",0.51,0.203,-14.755,0.0401,0.986,0.181,0.482,77.743,170475,0
untitled 07 | 2014 - 2016,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.567,0.463,-11.669,0.504,0.732,0.709,0.324,126.982,496173,0
Where's the Party,Madonna,"['dance pop', 'pop']",0.743,0.941,-3.348,0.0819,0.345,0.601,0.911,118.927,261107,0
Bobby,Alex G,"['indie pop', 'philly indie', 'pov: indie']",0.246,0.379,-5.928,0.0323,0.0293,0.0945,0.384,92.171,222818,0
Love Is Like An Itching In My Heart,The Supremes,"['classic girl group', 'disco', 'motown', 'soul']",0.715,0.579,-9.866,0.0289,0.0668,0.0942,0.806,129.684,177133,0
Superthug,N.O.R.E.,"['dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'southern hip hop']",0.845,0.921,-4.711,0.188,0.00766,0.0419,0.363,95.838,300360,0
Scenes from an Italian Restaurant,Billy Joel,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.415,0.931,-4.988,0.126,0.407,0.114,0.339,97.953,456893,0
Chamakay,Blood Orange,"['alternative r&b', 'art pop', 'escape room', 'indie soul', 'indietronica', 'metropopolis']",0.762,0.627,-8.118,0.0403,0.0739,0.0965,0.339,110.014,260107,0
Leaving New York,R.E.M.,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",0.362,0.669,-5.793,0.0286,0.111,0.111,0.432,185.843,289333,0
Valley Girl,Frank Zappa,"['art rock', 'blues rock', 'experimental', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'proto-metal', 'psychedelic rock', 'symphonic rock', 'zolo']",0.474,0.862,-10.511,0.106,0.041,0.42,0.627,143.856,290533,0
Marie,Tommy Dorsey,"['adult standards', 'big band', 'dixieland', 'jazz trombone', 'swing', 'tin pan alley', 'vintage jazz']",0.531,0.17,-14.5,0.0771,0.991,0.126,0.805,165.165,197787,0
Chanson pour l'auvergnat,Georges Brassens,"['chanson', 'french rock']",0.573,0.141,-13.49,0.219,0.902,0.119,0.748,201.423,182200,0
I Think I Love You,The Partridge Family,['bubblegum pop'],0.413,0.6,-9.096,0.0412,0.236,0.0457,0.725,204.692,175307,0
A Lover's Question,Clyde McPhatter,"['doo-wop', 'rhythm and blues']",0.67,0.436,-11.698,0.0554,0.887,0.0609,0.951,83.023,150267,0
When the Music's Over,The Doors,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",0.532,0.459,-10.329,0.0307,0.172,0.0472,0.597,98.196,659267,0
I Can't Control Myself,The Troggs,"['british blues', 'british invasion']",0.689,0.606,-13.513,0.0461,0.68,0.616,0.84,119.527,185160,0
Feed Me with Your Kiss,my bloody valentine,"['alternative rock', 'dream pop', 'noise pop', 'shoegaze']",0.0932,0.913,-10.985,0.0644,1.11e-06,0.113,0.195,164.543,234400,0
Wishing Well,Free,"['alternative r&b', 'indie soul']",0.485,0.784,-8.004,0.0715,0.0511,0.398,0.613,121.883,219800,0
Ascension - Edition I / Pt. 1,John Coltrane,"['bebop', 'free jazz', 'jazz', 'jazz saxophone', 'vocal jazz']",0.255,0.829,-9.672,0.108,0.233,0.118,0.346,110.364,1140357,0
Pearl - Edit,Chapterhouse,"['dream pop', 'dreamgaze', 'nu gaze', 'reading indie', 'shoegaze']",0.41,0.885,-7.042,0.0351,0.000104,0.307,0.618,100.051,290800,0
This Flight Tonight,Joni Mitchell,"['canadian singer-songwriter', 'folk', 'folk rock', 'singer-songwriter']",0.416,0.369,-8.522,0.0433,0.79,0.123,0.794,82.108,172600,0
From Little Things Big Things Grow,Paul Kelly,"['australian indigenous', 'australian rock']",0.506,0.487,-9.184,0.0374,0.271,0.0759,0.77,169.069,415307,0
Forest Fire,Lloyd Cole and the Commotions,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']",0.638,0.509,-13.446,0.0342,0.147,0.109,0.294,102.268,309867,0
Return to Forever,Chick Corea And Trondheim Jazz Orchestra,[],0.307,0.261,-21.254,0.0888,0.898,0.942,0.373,118.676,397227,0
My Ding-A-Ling - Live At The Lancaster Arts Festival/1972,Chuck Berry,"['blues', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",0.58,0.381,-16.496,0.402,0.86,0.484,0.474,121.605,693023,0
They Dance Alone (Gueca Solo),Sting,"['permanent wave', 'soft rock', 'sophisti-pop']",0.57,0.306,-16.705,0.0324,0.553,0.0649,0.356,132.671,435867,0
Barefootin',Various Artists,[],0.734,0.477,-10.822,0.0485,0.409,0.0768,0.939,145.188,157173,0
Der Kommissar,Falco,"['austropop', 'german pop', 'neue deutsche welle']",0.93,0.607,-10.389,0.0457,0.0526,0.039,0.95,118.242,232588,0
Already Gone - 2013 Remaster,Eagles,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.465,0.812,-6.398,0.0467,0.00591,0.408,0.811,146.2,255346,0
Spirit in the Night,Bruce Springsteen,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.493,0.723,-6.552,0.0813,0.377,0.289,0.615,124.58,298400,0
That's The Way I've Always Heard It Should Be,Carly Simon,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.4,0.0897,-19.012,0.0288,0.938,0.0847,0.24,70.387,258133,0
"Le loup, la biche et le chevalier",Henri Salvador,['chanson'],0.836,0.183,-19.989,0.0661,0.898,0.295,0.927,123.804,150200,0
No UFO's (Vocal),Model 500,"['acid house', 'afrofuturism', 'detroit techno', 'proto-techno', 'techno']",0.782,0.839,-15.503,0.0794,0.000222,0.0335,0.964,124.839,251884,0
Lonely Weekends,Charlie Rich,"['arkansas country', 'country', 'nashville sound']",0.394,0.92,-4.353,0.134,0.711,0.225,0.566,183.741,130080,0
Spiders (Kidsmoke),Wilco,"['alternative country', 'alternative rock', 'chicago indie', 'indie rock', 'roots rock', 'stomp and holler']",0.643,0.578,-11.045,0.0362,0.00533,0.135,0.32,133.39,642200,0
Tears Dry On Their Own,Amy Winehouse,"['british soul', 'neo soul']",0.634,0.543,-13.391,0.181,0.525,0.232,0.467,121.557,186440,0
Bag Lady,Erykah Badu,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b', 'soul']",0.724,0.416,-8.964,0.0841,0.365,0.0969,0.578,151.181,348893,0
Possum Kingdom,Toadies,"['alternative rock', 'grunge', 'post-grunge']",0.564,0.654,-7.507,0.0251,0.0742,0.131,0.446,181.081,354493,0
Perfect Way,Scritti Politti,"['new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",0.654,0.957,-4.912,0.052,0.0325,0.443,0.882,104.741,242720,0
Soldier of Love,Sade,"['british soul', 'sophisti-pop']",0.775,0.572,-8.427,0.0633,0.0117,0.0847,0.64,90.023,356653,0
Fancy,Bobbie Gentry,[],0.618,0.243,-19.003,0.0848,0.502,0.102,0.556,104.373,258913,0
Boys in the Better Land,Fontaines D.C.,"['crank wave', 'irish indie rock']",0.392,0.973,-5.02,0.0733,0.000292,0.348,0.6,176.977,300116,0
Say You'll Be There,Spice Girls,"['dance pop', 'girl group', 'pop']",0.726,0.679,-6.219,0.0473,0.0149,0.0837,0.751,107.02,235973,0
Judy in Disguise (with Glasses),John Fred,['swamp pop'],0.635,0.522,-7.815,0.0413,0.098,0.0558,0.91,81.037,177187,0
Chimes Blues,King Oliver's Creole Jazz Band,"['big band', 'dixieland', 'hot jazz', 'swing', 'vintage jazz']",0.555,0.304,-10.291,0.0413,0.996,0.194,0.787,81.144,171453,0
Sweet Lorraine,Nat King Cole Trio,"['adult standards', 'lounge', 'swing', 'vocal jazz']",0.544,0.0502,-19.211,0.081,0.975,0.12,0.404,85.838,190227,0
The Hidden Camera,Photek,"['atmospheric dnb', 'drum and bass', 'intelligent dance music', 'jungle']",0.733,0.869,-5.799,0.0442,0.000749,0.0694,0.039,126.339,409000,0
Love And Affection,Joan Armatrading,"['folk', 'singer-songwriter']",0.559,0.276,-13.862,0.0286,0.724,0.0977,0.4,93.525,272333,0
You Win Again,Hank Williams,"['country', 'country rock', 'outlaw country']",0.655,0.223,-12.94,0.0297,0.663,0.0657,0.535,114.16,158493,0
Sugar Kane,Sonic Youth,"['alternative rock', 'indie rock', 'noise pop', 'noise rock', 'rock', 'shoegaze']",0.345,0.913,-5.346,0.0471,6.46e-05,0.0756,0.357,134.965,357693,0
Pork And Beans,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",0.599,0.624,-6.622,0.0339,0.0109,0.158,0.706,119.838,189400,0
Your Precious Love,Marvin Gaye,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",0.429,0.265,-14.701,0.0359,0.245,0.0884,0.663,203.018,187267,0
"Theme From New York, New York - 2008 Remastered",Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",0.312,0.497,-6.95,0.0309,0.587,0.246,0.546,94.311,204907,0
Just Like Me,Paul Revere & The Raiders,"['bubblegum pop', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll', 'rockabilly', 'singer-songwriter', 'soft rock']",0.673,0.806,-7.706,0.0412,0.359,0.166,0.929,126.058,153240,0
Stir It Up,Johnny Nash,[],0.53,0.552,-5.667,0.0526,0.0846,0.089,0.801,170.719,178880,0
Moving,Supergrass,"['alternative rock', 'britpop', 'oxford indie']",0.467,0.857,-6.66,0.0366,0.00674,0.45,0.236,111.001,266227,0
You Dropped A Bomb On Me,The Gap Band,"['disco', 'funk', 'motown', 'quiet storm', 'soul']",0.786,0.627,-11.177,0.0339,0.00737,0.181,0.831,126.461,312907,0
Bawitdaba,Kid Rock,['nu metal'],0.551,0.939,-5.371,0.171,0.00172,0.109,0.367,90.592,265840,0
Just To Get A Rep,Gang Starr,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",0.853,0.835,-7.854,0.182,0.412,0.194,0.548,102.072,187760,0
Easy Easy,King Krule,['uk alternative pop'],0.566,0.408,-8.972,0.036,0.838,0.108,0.235,146.61,169693,0
The Great Pan Is Dead,Cold Cave,"['dark post-punk', 'dark synthpop', 'grave wave', 'metropopolis', 'modern goth']",0.345,0.97,-1.463,0.0592,0.00191,0.497,0.234,150.018,246293,0
I Saw Her Again - Single Version,The Mamas & The Papas,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",0.476,0.86,-5.976,0.0331,0.171,0.235,0.894,121.715,193747,0
One of These Days,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.381,0.508,-15.094,0.0465,0.00613,0.535,0.403,103.804,354613,0
What Went Down,Foals,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'oxford indie', 'rock']",0.231,0.919,-6.182,0.0722,0.00313,0.0643,0.128,146.94,300720,0
Oblivious,Aztec Camera,"['melancholia', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'sophisti-pop', 'synthpop']",0.647,0.783,-7.713,0.0548,0.0404,0.0635,0.924,112.373,190773,0
Sunny Goodge Street,Donovan,"['british folk', 'british invasion', 'classic rock', 'folk', 'folk rock', 'glam rock', 'psychedelic folk', 'psychedelic rock', 'scottish singer-songwriter', 'singer-songwriter']",0.344,0.2,-15.716,0.0334,0.874,0.119,0.236,127.779,174973,0
Figure It Out,Royal Blood,"['brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",0.658,0.814,-4.631,0.0558,0.229,0.216,0.69,108.016,183602,0
Tin Roof Blues,New Orleans Rhythm Kings,"['dixieland', 'new orleans jazz']",0.751,0.415,-5.447,0.0685,0.927,0.197,0.687,105.682,149693,0
Coumba,Orchestra Baobab,"['afropop', 'chicha', 'mande pop', 'west african jazz', 'world']",0.655,0.304,-15.005,0.0375,0.751,0.092,0.442,82.465,462560,0
Rock Me Amadeus,Falco,"['austropop', 'german pop', 'neue deutsche welle']",0.609,0.901,-4.929,0.144,0.315,0.116,0.866,176.664,201467,0
Baby's Arms,Kurt Vile,"['alternative rock', 'art pop', 'chamber pop', 'indie rock', 'modern folk rock', 'neo-psychedelic', 'noise pop', 'philly indie', 'singer-songwriter', 'stomp and holler']",0.294,0.546,-9.636,0.0318,0.322,0.303,0.307,103.474,236307,0
Father Stretch My Hands Pt. 1,Kanye West,"['chicago rap', 'hip hop', 'rap']",0.724,0.573,-4.113,0.0549,0.118,0.538,0.438,113.088,135920,0
Crazy Horses,The Osmonds,"['adult standards', 'bubblegum pop']",0.512,0.977,-4.505,0.0671,0.215,0.343,0.731,120.165,153173,0
One Week,Barenaked Ladies,"['canadian pop', 'canadian rock', 'pop rock', 'post-grunge']",0.702,0.898,-6.003,0.0373,0.00854,0.0917,0.731,112.845,169760,0
Serpentine Fire,"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'soul']",0.773,0.917,-7.333,0.037,0.184,0.116,0.946,139.872,230760,0
Harlem Nocturne - Single Version,The Viscounts,[],0.357,0.321,-14.848,0.0397,0.801,0.113,0.47,165.689,143387,0
Harlem Noctune,Johnny Otis,"['jazz blues', 'jump blues', 'rhythm and blues']",0.375,0.255,-13.28,0.0285,0.965,0.0997,0.335,77.541,188400,0
Heavenly Pop Hit,The Chills,"['dunedin indie', 'dunedin sound', 'kiwi rock']",0.632,0.578,-10.474,0.0302,0.271,0.13,0.912,115.399,208533,0
Urgent,Foreigner,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.843,0.763,-7.226,0.0324,0.305,0.105,0.94,114.984,237293,0
Morning Has Broken - Remastered 2021,Yusuf / Cat Stevens,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",0.443,0.365,-11.829,0.0315,0.592,0.0886,0.398,133.156,199453,0
Hello in There,John Prine,"['folk', 'new americana', 'roots rock', 'singer-songwriter']",0.594,0.325,-17.137,0.0324,0.748,0.0857,0.254,135.229,272027,0
Don't Get Me Wrong - 2007 Remaster,Pretenders,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock']",0.46,0.932,-6.264,0.0468,0.139,0.114,0.849,203.617,227463,0
The Waiting,Tom Petty and the Heartbreakers,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.565,0.923,-4.535,0.0316,0.0357,0.354,0.722,119.971,238493,0
"Gypsys, Tramps & Thieves",Cher,"['dance pop', 'pop']",0.476,0.677,-11.175,0.0365,0.211,0.0601,0.691,170.879,158000,0
Every Other Freckle,alt-J,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.543,0.707,-7.636,0.07,0.614,0.118,0.515,143.915,216004,0
