track_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,popularity
"Pearly-Dewdrops' Drops - 7"" Version",Cocteau Twins,"['alternative rock', 'art pop', 'dream pop', 'ethereal wave', 'melancholia', 'scottish indie', 'shoegaze']",0.396,0.418,-13.298,0.0299,1.07e-05,0.121,0.397,179.583,250800,0
Gloria,The Shadows Of Knight,"['classic garage rock', 'protopunk']",0.681,0.519,-10.549,0.0317,0.0535,0.138,0.73,120.221,157333,0
Heatwave,Phoenix,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']",0.666,0.836,-7.002,0.0398,0.000335,0.109,0.15,129.238,259560,0
Two Of Hearts,Stacey Q,"['freestyle', 'hi-nrg']",0.714,0.817,-10.09,0.0301,0.0353,0.241,0.943,129.958,294293,0
Five long years,Eddie Boyd,"['chicago blues', 'piano blues']",0.514,0.318,-11.601,0.173,0.98,0.156,0.718,175.296,163507,0
Rainin' In My Heart,Slim Harpo,"['acoustic blues', 'blues', 'harmonica blues', 'louisiana blues', 'swamp blues', 'swamp rock', 'traditional blues']",0.489,0.656,-6.747,0.027,0.312,0.299,0.735,114.393,152933,0
Be Careful,Sparkle,['otacore'],0.8,0.322,-8.416,0.0544,0.618,0.0822,0.422,110.256,317080,0
J'attendrai - Tornerai,Rina Ketty,['vintage chanson'],0.356,0.288,-13.298,0.034,0.952,0.406,0.253,111.8,179400,0
El Bodeguero,Orquesta Aragón,"['bolero cubano', 'cha-cha-cha', 'charanga', 'danzon', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'son cubano clasico']",0.749,0.278,-11.331,0.0552,0.779,0.0818,0.722,111.747,181827,0
Nothin’,The Ugly Ducklings,"['canadian garage rock', 'canadian psychedelic', 'classic garage rock', 'freakbeat']",0.553,0.844,-6.606,0.0524,0.00529,0.48,0.711,140.051,147307,0
Sink to the Bottom,Fountains Of Wayne,"['pop rock', 'power pop']",0.471,0.71,-6.418,0.0286,0.0142,0.283,0.809,97.43,192493,0
Grounded,Pavement,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze']",0.295,0.601,-8.512,0.029,0.000551,0.108,0.316,152.286,254907,0
Yeah Right,Vince Staples,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",0.734,0.468,-9.029,0.0912,0.018,0.382,0.285,118.001,188947,0
Private Life,Grace Jones,[],0.83,0.538,-14.309,0.0478,0.016,0.0739,0.96,132.312,313553,0
Pensé Que Se Trataba De Cieguitos,Los Twist,"['argentine rock', 'rock nacional', 'ska argentino']",0.48,0.661,-14.363,0.141,0.0143,0.679,0.562,187.355,142027,0
Fantastic Voyage,Coolio,"['g funk', 'gangster rap', 'hip hop', 'west coast rap']",0.888,0.584,-13.308,0.112,0.0385,0.0625,0.762,104.705,334440,0
Pars,Jacques Higelin,"['chanson', 'french rock', 'nouvelle chanson francaise']",0.637,0.622,-6.293,0.0281,0.39,0.286,0.658,109.312,228547,0
You Belong to Me,The Duprees,['doo-wop'],0.261,0.316,-8.741,0.0287,0.837,0.427,0.362,100.606,158427,0
The Rose,Bette Midler,"['adult standards', 'new wave pop', 'soft rock']",0.347,0.228,-9.667,0.0296,0.901,0.38,0.184,133.574,221373,0
Chloe Dancer/Crown Of Thorns,Mother Love Bone,"['alternative rock', 'funk metal', 'grunge']",0.353,0.362,-13.502,0.031,0.0894,0.114,0.267,141.285,502040,0
Bump n' Grind,R. Kelly,[],0.621,0.481,-8.016,0.0371,0.0984,0.241,0.679,65.004,256133,0
Gabriel,Joe Goddard,"['electronica', 'indie soul']",0.724,0.508,-10.491,0.059,0.0245,0.108,0.0629,122.06,336283,0
Weirdo,The Charlatans,"['britpop', 'dance rock', 'madchester']",0.648,0.78,-11.6,0.0388,0.00124,0.519,0.931,123.077,218173,0
Never There,CAKE,"['alternative rock', 'pop rock', 'post-grunge', 'sacramento indie']",0.761,0.735,-8.171,0.043,0.0426,0.0917,0.592,125.815,164267,0
"Tonight, Tonight",The Mello-Kings,['doo-wop'],0.505,0.446,-8.578,0.0343,0.702,0.0744,0.652,75.08,153533,0
Superbike,Jay Som,"['art pop', 'bay area indie', 'bubblegrunge', 'indie pop', 'oakland indie', 'small room']",0.424,0.887,-5.424,0.0453,0.0509,0.12,0.641,95.032,233583,0
Breaking the Girl,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.348,0.686,-12.748,0.0319,0.0233,0.145,0.635,178.466,295373,0
Me No Pop I,Coati Mundi,[],0.761,0.708,-12.423,0.0994,0.141,0.0487,0.823,110.288,261933,0
New Amsterdam,Elvis Costello & The Attractions,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'pub rock']",0.508,0.469,-11.581,0.033,0.426,0.919,0.777,82.635,131507,0
Wardance - 2005 Digital Remaster,Killing Joke,"['gothic rock', 'industrial rock', 'new wave', 'post-punk', 'punk', 'synthpop', 'uk post-punk']",0.392,0.981,-8.086,0.0487,0.000186,0.37,0.424,144.512,225813,0
Wheat Kings,The Tragically Hip,"['canadian rock', 'kingston on indie', 'ontario indie', 'rock']",0.538,0.231,-17.375,0.032,0.425,0.118,0.374,159.28,259000,0
Definition,Black Star,"['east coast hip hop', 'hip hop', 'political hip hop']",0.65,0.9,-4.099,0.374,0.0252,0.176,0.659,89.788,206493,0
RIP Groove - Radio Edit,Double 99,"['bass house', 'speed garage', 'uk garage']",0.547,0.94,-8.567,0.129,0.00129,0.337,0.206,128.016,209373,0
Deadweight,Beck,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'urbano latino']",0.687,0.867,-6.901,0.114,0.193,0.66,0.733,124.933,372387,0
"I Love You, Honeybear",Father John Misty,"['art pop', 'chamber pop', 'indie rock', 'indietronica', 'singer-songwriter', 'stomp and holler']",0.189,0.726,-6.191,0.0511,0.303,0.0807,0.322,210.495,278773,0
All The Things I Wasn't,The Grapes Of Wrath,"['canadian indie', 'canadian rock', 'kelowna bc indie']",0.636,0.272,-13.575,0.0305,0.769,0.114,0.368,134.494,138000,0
Gamera,Tortoise,"['chicago indie', 'double drumming', 'experimental', 'experimental rock', 'noise pop', 'post-rock']",0.407,0.519,-12.198,0.0314,0.0972,0.14,0.14,118.942,713733,0
Bang Zoom (Let's Go-Go),The Real Roxanne,"['old school hip hop', 'proto-rap']",0.893,0.515,-13.463,0.181,0.368,0.117,0.556,99.192,357227,0
The Changingman,Paul Weller,"['britpop', 'solo wave']",0.632,0.682,-9.57,0.0269,0.0998,0.106,0.729,113.837,242133,0
Still,Commodores,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",0.355,0.0629,-19.544,0.0338,0.899,0.0975,0.203,124.422,224867,0
I'll Be Your Baby Tonight,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",0.512,0.23,-16.412,0.0301,0.454,0.0508,0.457,127.567,159360,0
"One Scotch, One Bourbon, One Beer",Amos Milburn,"['jump blues', 'piano blues', 'rhythm and blues']",0.908,0.133,-17.63,0.0934,0.811,0.0707,0.281,118.678,176240,0
Teenage Dirtbag,Wheatus,[],0.624,0.853,-3.889,0.0517,0.336,0.17,0.608,94.66,241667,0
Junior’s Farm - 2014 Remaster,Wings,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.522,0.823,-7.115,0.034,0.0185,0.0991,0.508,132.065,263773,0
Blood on My Hands,Shackleton,[],0.774,0.597,-10.323,0.057,0.0003,0.281,0.194,139.945,450413,0
The Snake,Al Wilson,['northern soul'],0.519,0.66,-9.396,0.0435,0.54,0.633,0.926,147.883,209947,0
Landungsbrücken raus,Kettcar,"['antideutsche', 'german indie', 'german indie rock', 'german pop', 'german punk rock', 'hamburg indie', 'hamburger schule']",0.636,0.693,-6.044,0.0271,0.000471,0.137,0.353,107.983,284560,0
By The Grace Of God,The Hellacopters,"['action rock', ""punk 'n' roll"", 'swedish garage rock']",0.211,0.973,-3.292,0.154,0.0015,0.0597,0.309,154.295,184640,0
My Song,Johnny Ace,"['doo-wop', 'rhythm and blues']",0.485,0.171,-14.817,0.0345,0.992,0.12,0.576,104.893,179440,0
Devil Woman,Cliff Richard,"['adult standards', 'rock-and-roll']",0.71,0.792,-5.996,0.0453,0.0792,0.0871,0.858,116.687,214576,0
I Ain't Mad At Cha (ft. Danny Boy),2Pac,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.737,0.682,-5.872,0.258,0.0149,0.401,0.671,170.215,293667,0
Twilight Zone,Golden Earring,"['album rock', 'dutch prog', 'dutch rock', 'nederpop']",0.656,0.756,-6.516,0.0399,0.00785,0.0927,0.542,118.56,478107,0
Friends (feat. Bon Iver),Francis and the Lights,[],0.457,0.477,-9.323,0.102,0.281,0.0914,0.627,144.855,188336,0
Le jazz et la java,Claude Nougaro,"['chanson', 'french jazz']",0.665,0.489,-10.465,0.0916,0.643,0.113,0.885,91.009,147667,0
The Beautiful Ones,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.548,0.414,-12.074,0.0355,0.0923,0.0809,0.514,143.407,313960,0
Second Hand Rose,Fanny Brice,['torch song'],0.549,0.128,-15.017,0.0456,0.991,0.0857,0.459,80.657,206587,0
Sport,Lightnin' Rod,['rare groove'],0.765,0.684,-11.152,0.185,0.243,0.0856,0.754,119.528,155827,0
Quelque chose de Tennessee,Johnny Hallyday,"['chanson', 'french pop', 'ye ye']",0.511,0.359,-12.174,0.0273,0.315,0.108,0.318,105.872,250067,0
Don't Get Around Much Anymore,The Ink Spots,"['lounge', 'vocal harmony group']",0.665,0.0316,-19.22,0.0382,0.985,0.109,0.374,99.984,186045,0
The Clapping Song (Clap Pat Clap Slap) - Single Version,Shirley Ellis,['northern soul'],0.697,0.779,-5.415,0.0869,0.0784,0.222,0.654,167.498,170067,0
Good Luck,Basement Jaxx,"['alternative dance', 'big beat', 'electronica', 'trip hop']",0.57,0.969,-3.092,0.165,0.065,0.592,0.306,154.07,282307,0
Na Na Hey Hey Kiss Him Goodbye,Steam,['steampunk'],0.673,0.843,-9.561,0.0379,0.0171,0.305,0.398,115.658,249507,0
Fill Me In,Craig David,['british soul'],0.686,0.742,-6.981,0.0389,0.418,0.0871,0.858,132.495,231493,0
Moving - 2018 Remaster,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",0.502,0.324,-12.997,0.0316,0.475,0.236,0.2,126.638,180880,0
"Different Trains: America, Before the War",Steve Reich,"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']",0.398,0.373,-14.065,0.0524,0.889,0.121,0.61,106.688,538800,0
Rented Rooms,Tindersticks,"['chamber pop', 'melancholia', 'nottingham indie']",0.554,0.329,-14.829,0.0338,0.116,0.0889,0.451,122.389,312107,0
On A Rope,Rocket From The Crypt,['post-hardcore'],0.39,0.964,-4.778,0.0741,0.0123,0.066,0.541,147.359,173627,0
Old Friends,Pinegrove,"['countrygaze', 'indie rock', 'new jersey indie', 'small room']",0.492,0.555,-7.315,0.0397,0.41,0.494,0.375,147.361,207720,0
Honky Tonk Man,Johnny Horton,"['classic country pop', 'cowboy western']",0.469,0.517,-14.127,0.038,0.442,0.389,0.962,136.153,131493,0
"Tom Joad, Pt. 1",Woody Guthrie,"['american folk revival', 'folk', 'protest folk', 'singer-songwriter', 'traditional blues', 'traditional folk']",0.644,0.191,-12.847,0.0441,0.984,0.119,0.557,123.902,204560,0
I Know (You Don't Love Me No More),Barbara George,['new orleans soul'],0.855,0.457,-9.288,0.045,0.552,0.0671,0.871,124.622,143747,0
Disco Devil,"Lee ""Scratch"" Perry","['dub', 'reggae', 'roots reggae']",0.676,0.77,-8.728,0.261,0.176,0.433,0.733,78.083,471360,0
All Night Long,Mary Jane Girls,"['classic soul', 'disco', 'freestyle', 'funk', 'motown', 'new jack swing', 'p funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.796,0.431,-10.3,0.214,0.171,0.0894,0.667,94.875,343933,0
Känn ingen sorg för mig Göteborg,Håkan Hellström,"['classic swedish pop', 'gothenburg indie', 'swedish indie rock', 'swedish pop']",0.242,0.824,-4.151,0.0481,0.000605,0.286,0.503,119.036,228893,0
You Need Love,Muddy Waters,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",0.549,0.502,-15.212,0.0871,0.0651,0.282,0.932,89.685,165107,0
Si tu t'imagines,Juliette Gréco,['chanson'],0.531,0.0647,-12.689,0.0489,0.994,0.116,0.339,94.591,192650,0
Dueling Banjos,Eric Weissberg,['banjo'],0.417,0.484,-8.781,0.0791,0.409,0.0663,0.501,149.79,194880,0
Rosalyn - Remastered,The Pretty Things,"['british blues', 'british invasion', 'protopunk', 'psychedelic rock']",0.448,0.951,-7.067,0.0836,0.771,0.364,0.39,114.703,140640,0
I Got The Blues - 2009 Mix,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.442,0.382,-5.295,0.0317,0.467,0.121,0.199,119.947,233693,0
Mis-Shapes,Pulp,"['bubblegrunge', 'chicago indie', 'countrygaze', 'nu gaze']",0.32,0.871,-6.733,0.0606,0.0145,0.4,0.662,147.56,226680,0
Rylan,The National,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",0.609,0.789,-5.565,0.0466,0.403,0.0446,0.724,144.05,223853,0
Achy Breaky Heart,Billy Ray Cyrus,['country rock'],0.8,0.563,-10.209,0.0303,0.051,0.0797,0.961,121.808,203373,0
Another Day in Paradise - 2016 Remaster,Phil Collins,"['rock drums', 'soft rock']",0.78,0.565,-7.32,0.0306,0.736,0.063,0.365,101.967,322133,0
New Birth in New England,Phosphorescent,"['alternative americana', 'chamber pop', 'countrygaze', 'indie folk', 'indie rock', 'stomp and holler', 'swedish americana']",0.56,0.959,-5.495,0.0641,0.244,0.531,0.603,103.021,299685,0
King Night,SALEM,"['alt z', 'modern indie pop']",0.431,0.838,-6.526,0.0679,0.000173,0.493,0.166,131.808,230960,0
Wall of Glass,Liam Gallagher,"['britpop', 'britpop revival', 'solo wave']",0.351,0.939,-4.469,0.0564,6.42e-05,0.296,0.321,182.067,223547,0
By Your Side,Sade,"['british soul', 'sophisti-pop']",0.653,0.429,-10.473,0.0297,0.0849,0.0693,0.627,146.073,274933,0
Major Leagues,Pavement,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze']",0.517,0.431,-13.303,0.0309,0.368,0.155,0.52,167.659,204960,0
Could Heaven Ever Be Like This,Idris Muhammad,"['jazz funk', 'new orleans funk', 'soul jazz']",0.755,0.842,-7.293,0.129,0.388,0.105,0.798,123.203,516587,0
Come into My World - Radio Edit [Radio Edit],Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",0.603,0.835,-7.303,0.0282,0.0294,0.0906,0.822,124.994,246867,0
"Hungry Freaks, Daddy",The Mothers Of Invention,"['art rock', 'experimental', 'experimental rock', 'jazz rock', 'psychedelic rock']",0.366,0.515,-11.451,0.0335,0.106,0.152,0.628,142.493,210467,0
Time Waits For No One,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",0.543,0.601,-9.783,0.0298,0.0831,0.0314,0.811,118.512,398200,0
Down on the Street,The Stooges,"['alternative rock', 'detroit rock', 'permanent wave', 'protopunk', 'punk']",0.587,0.754,-8.813,0.0274,0.000254,0.279,0.961,131.52,222147,0
Love & Hate,Michael Kiwanuka,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",0.278,0.494,-7.853,0.029,0.157,0.173,0.527,169.661,427093,0
My Delirium,Ladyhawke,"['alternative dance', 'metropopolis', 'neo-synthpop']",0.45,0.81,-3.933,0.0474,0.000734,0.431,0.447,150.039,255747,0
Dream Lover,Destroyer,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock']",0.302,0.971,-3.409,0.0814,3.21e-05,0.129,0.295,135.245,228827,0
The Four Horsemen (Remastered),Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",0.222,0.938,-6.91,0.375,0.00171,0.108,0.329,203.098,432547,0
The Horses,Rickie Lee Jones,"['folk', 'singer-songwriter']",0.755,0.174,-20.005,0.0434,0.418,0.297,0.174,92.77,291133,0
Almost Ready,Dinosaur Jr.,"['alternative rock', 'lo-fi', 'noise pop', 'noise rock', 'permanent wave', 'power pop']",0.177,0.968,-4.128,0.102,0.0738,0.365,0.249,159.506,188027,0
The Ecstasy Of Gold - 2004 Remaster,Ennio Morricone,"['classic soundtrack', 'italian soundtrack', 'orchestral soundtrack', 'vintage italian soundtrack']",0.134,0.474,-13.864,0.0518,0.826,0.195,0.133,98.854,203227,0
Chez Laurette,Michel Delpech,['chanson'],0.302,0.334,-8.436,0.0288,0.753,0.234,0.324,82.389,209640,0
Memphis Soul Stew,King Curtis,"['jazz blues', 'jazz saxophone', 'soul jazz']",0.724,0.601,-10.805,0.0634,0.259,0.111,0.886,113.227,179413,0
Mr. Peterson,Perfume Genius,"['art pop', 'chamber pop', 'indie rock', 'indietronica', 'neo-synthpop', 'seattle indie']",0.348,0.37,-10.104,0.0304,0.984,0.587,0.102,112.537,172093,0
Rock'n Me,Steve Miller Band,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.695,0.582,-11.35,0.0651,0.297,0.123,0.892,122.433,187067,0
Dormir Soñando,El Gran Silencio,"['latin alternative', 'mexican pop', 'mexican rock', 'musica quintanarroense', 'rock en espanol']",0.71,0.932,-6.653,0.0769,0.121,0.114,0.796,112.915,189467,0
I Feel It Coming,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.773,0.819,-5.946,0.118,0.428,0.0679,0.585,92.987,269187,0
To Zion (feat. Carlos Santana),Ms. Lauryn Hill,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b', 'soul']",0.41,0.601,-10.714,0.504,0.127,0.112,0.516,173.273,369293,0
"The Song from ""Moulin Rouge"" (Where Is Your Heart) (with Percy Faith & His Orchestra)",Felicia Sanders,[],0.176,0.245,-15.887,0.0351,0.957,0.267,0.186,89.095,197200,0
If I Could Turn Back Time,Cher,"['dance pop', 'pop']",0.658,0.575,-10.365,0.0267,0.243,0.122,0.504,108.329,239827,0
They Shoot Horses Don't They? - Single Version,Racing Cars,[],0.385,0.347,-10.503,0.0258,0.292,0.102,0.28,77.35,220947,0
The Next Episode,Dr. Dre,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.922,0.909,-2.429,0.27,0.0281,0.0856,0.309,95.295,161507,0
I Only Said,my bloody valentine,"['alternative rock', 'dream pop', 'noise pop', 'shoegaze']",0.29,0.84,-10.427,0.0457,0.388,0.475,0.229,89.182,334400,0
Vincent,Car Seat Headrest,"['indie pop', 'indie rock', 'pov: indie']",0.395,0.61,-7.836,0.0436,0.35,0.11,0.0549,147.836,465027,0
Ban Marriage,The Hidden Cameras,"['queercore', 'toronto indie']",0.46,0.941,-7.597,0.0477,0.0859,0.352,0.69,154.692,261000,0
Shelter Song,Temples,"['garage rock', 'neo-psychedelic']",0.491,0.899,-3.315,0.0373,0.000212,0.167,0.537,126.061,190558,0
What's My Scene,Hoodoo Gurus,"['australian rock', 'power pop']",0.275,0.768,-10.879,0.0414,0.00211,0.211,0.615,166.935,229933,0
Black Metallic,Catherine Wheel,"['dream pop', 'grungegaze', 'nu gaze', 'shoegaze', 'spacegrunge']",0.245,0.413,-11.762,0.0348,0.102,0.242,0.0872,149.765,438907,0
Can't Stop Fighting,Sheer Mag,"['indie punk', 'indie rock', 'philly indie']",0.427,0.948,-4.023,0.056,0.000315,0.051,0.573,149.86,218220,0
"Prelude And Rooftop - From ""Vertigo""",Bernard Herrmann,"['classic soundtrack', 'soundtrack']",0.146,0.195,-14.373,0.0314,0.984,0.0911,0.0323,87.956,283600,0
Down River,David Ackles,[],0.296,0.187,-15.586,0.0307,0.813,0.122,0.238,98.797,237773,0
Uncontrollable Urge,DEVO,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",0.571,0.858,-7.066,0.0326,0.0551,0.0943,0.716,92.523,191267,0
Perfect,Fairground Attraction,['new wave pop'],0.583,0.188,-15.928,0.0691,0.257,0.0996,0.641,138.761,217173,0
Theme from Q,Objekt,"['float house', 'footwork', 'future garage', 'intelligent dance music', 'mandible', 'microhouse', 'outsider house', 'wonky']",0.8,0.795,-7.928,0.0733,0.00388,0.105,0.599,123.01,440253,0
I'll Always Love My Mama,The Intruders,"['classic soul', 'motown', 'philly soul', 'quiet storm', 'southern soul']",0.621,0.74,-11.528,0.0664,0.105,0.633,0.788,119.576,396867,0
Caroline Says II,Lou Reed,"['classic rock', 'glam rock', 'permanent wave', 'rock', 'singer-songwriter']",0.482,0.254,-13.107,0.0315,0.821,0.121,0.345,139.594,253573,0
Embraceable You - Remastered,Nat King Cole Trio,"['adult standards', 'lounge', 'swing', 'vocal jazz']",0.574,0.0574,-20.147,0.0606,0.987,0.114,0.303,78.694,204440,0
Hands On The Wheel,ScHoolboy Q,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.65,0.859,-4.54,0.0957,0.021,0.0986,0.169,127.828,197800,0
I Need Your Loving,Don Gardner,[],0.618,0.36,-13.575,0.0327,0.595,0.287,0.966,113.689,174453,0
Remember Me - Original Mix,Blue Boy,"['bluegrass', 'bluegrass gospel', 'traditional country', 'yodeling']",0.88,0.685,-8.557,0.0422,0.0441,0.117,0.963,100.863,424307,0
Leaving Home,International Pony,['hamburg hip hop'],0.674,0.481,-11.741,0.0412,0.0323,0.107,0.292,124.017,200107,0
Banned in D.C.,Bad Brains,"['black punk', 'dc hardcore', 'hardcore punk', 'nyhc', 'punk']",0.0936,0.719,-12.042,0.0397,0.000692,0.096,0.633,77.999,132787,0
Stop Your Crying,Spiritualized,"['alternative rock', 'britpop', 'chamber pop', 'noise pop', 'shoegaze', 'spacegrunge']",0.348,0.471,-7.145,0.0293,0.406,0.0821,0.224,145.65,314227,0
